State,Original-ID,Site_ID,Date,Lat,Long,UTMN,UTME,Sampling_method,Invert_IBI,Invert_IBI_narrative,BCG_available,Invert_BCG_proxy,Invert_BCG,Taxa_BCG_final,BCG_final
TN,TNW000002255,TN-TNW000002255,9/26/2008,35.9428,-85.7892,,,,16,,NO,5,,Invert,5
TN,TNW000003156,TN-TNW000003156,10/3/2013,36.0251,-86.5883,,,,30,,NO,4,,Invert,4
TN,TNW000006990,TN-TNW000006990,10/1/2000,36.34917,-87.53889,,,,36,,NO,2,,Invert,2
TN,TNW000006990,TN-TNW000006990,9/13/2006,36.34917,-87.53889,,,,36,,NO,2,,Invert,2
TN,TNW000006990,TN-TNW000006990,10/1/1997,36.34917,-87.53889,,,,36,,NO,2,,Invert,2
TN,TNW000006990,TN-TNW000006990,10/1/1998,36.34917,-87.53889,,,,36,,NO,2,,Invert,2
TN,TNW000005039,TN-TNW000005039,10/1/2000,36.55698,-87.13924,,,,34,,NO,3,,Invert,3
TN,TNW000005038,TN-TNW000005038,11/17/2016,36.55466,-87.14205,,,,34,,NO,3,,Invert,3
TN,TNW000003189,TN-TNW000003189,3/18/2005,36.16026,-84.39048,,,,34,,NO,3,,Invert,3
TN,TNW000004417,TN-TNW000004417,7/16/2004,36.5894,-82.6064,,,,30,,NO,4,,Invert,4
TN,TNW000005598,TN-TNW000005598,6/21/2004,36.47,-82.4462,,,,30,,NO,4,,Invert,4
TN,TNW000004181,TN-TNW000004181,6/30/2004,36.55111,-82.52417,,,,30,,NO,4,,Invert,4
TN,TNW000005361,TN-TNW000005361,6/21/2004,36.4844,-82.457,,,,32,,NO,3,,Invert,3
TN,TNW000005344,TN-TNW000005344,5/20/2004,36.4981,-82.51806,,,,30,,NO,4,,Invert,4
TN,TNW000003357,TN-TNW000003357,6/3/2004,36.4356,-82.5472,,,,32,,NO,3,,Invert,3
TN,TNW000005034,TN-TNW000005034,5/25/2004,36.41731,-82.51719,,,,36,,NO,2,,Invert,2
TN,TNW000003938,TN-TNW000003938,7/15/2004,36.44944,-82.62889,,,,36,,NO,2,,Invert,2
TN,TNW000005075,TN-TNW000005075,7/1/2004,36.55806,-82.53917,,,,32,,NO,3,,Invert,3
TN,TNW000004921,TN-TNW000004921,6/29/2004,36.43917,-82.4444,,,,32,,NO,3,,Invert,3
TN,TNW000006457,TN-TNW000006457,6/29/2004,36.5613,-82.5685,,,,8,,NO,6,,Invert,6
TN,TNW000005757,TN-TNW000005757,7/16/2004,36.45889,-82.47167,,,,34,,NO,3,,Invert,3
TN,TNW000001196,TN-TNW000001196,5/12/2004,36.55306,-82.48972,,,,26,,NO,4,,Invert,4
TN,TNW000007078,TN-TNW000007078,4/28/2004,36.4693,-82.595,,,,22,,NO,4,,Invert,4
TN,TNW000005466,TN-TNW000005466,7/1/2004,36.58,-82.62,,,,38,,NO,2,,Invert,2
TN,TNW000006062,TN-TNW000006062,7/15/2004,36.48382,-82.51192,,,,26,,NO,4,,Invert,4
TN,TNW000005783,TN-TNW000005783,5/25/2004,36.4119,-82.50917,,,,34,,NO,3,,Invert,3
TN,TNW000005078,TN-TNW000005078,6/30/2004,36.54917,-82.49722,,,,26,,NO,4,,Invert,4
TN,TNW000003090,TN-TNW000003090,6/3/2004,36.43472,-82.6125,,,,26,,NO,4,,Invert,4
TN,TNW000006931,TN-TNW000006931,6/11/2007,35.08392,-85.07166,,,,22,,NO,4,,Invert,4
TN,TNW000006412,TN-TNW000006412,6/27/2007,35.68952,-84.85728,,,,28,,NO,4,,Invert,4
TN,TNW000003965,TN-TNW000003965,6/28/2007,35.1112,-84.55687,,,,38,,NO,2,,Invert,2
TN,TNW000002877,TN-TNW000002877,7/2/2007,35.23359418,-88.87956581,,,,30,,NO,4,,Invert,4
TN,TNW000005326,TN-TNW000005326,7/2/2007,35.2054,-88.7102,,,,30,,NO,4,,Invert,4
TN,TNW000004412,TN-TNW000004412,7/3/2007,35.64113478,-88.49771898,,,,20,,NO,5,,Invert,5
TN,TNW000005525,TN-TNW000005525,7/5/2007,35.70348228,-88.16540246,,,,24,,NO,4,,Invert,4
TN,TNW000002874,TN-TNW000002874,7/15/2007,35.9268,-88.3582,,,,28,,NO,4,,Invert,4
TN,TNW000001623,TN-TNW000001623,7/6/2007,35.268706,-88.582143,,,,20,,NO,5,,Invert,5
TN,TNW000001477,TN-TNW000001477,7/11/2007,35.1851996,-88.52605253,,,,28,,NO,4,,Invert,4
TN,TNW000002915,TN-TNW000002915,5/15/2009,35.44772,-85.06997,,,,14,,NO,5,,Invert,5
TN,TNW000001826,TN-TNW000001826,5/15/2009,35.36725,-85.00307,,,,16,,NO,5,,Invert,5
TN,TNW000001136,TN-TNW000001136,5/15/2009,35.0464,-85.0358,,,,28,,NO,4,,Invert,4
TN,TNW000006988,TN-TNW000006988,6/1/2009,35.6033,-84.82304,,,,22,,NO,4,,Invert,4
TN,TNW000003540,TN-TNW000003540,6/8/2009,35.216,-85.01,,,,14,,NO,5,,Invert,5
TN,TNW000004925,TN-TNW000004925,6/12/2009,35.3383,-85.1234,,,,24,,NO,4,,Invert,4
TN,TNW000003861,TN-TNW000003861,6/12/2009,35.3515,-85.15593,,,,30,,NO,4,,Invert,4
TN,TNW000006867,TN-TNW000006867,6/12/2009,35.2861,-85.20451,,,,32,,NO,3,,Invert,3
TN,TNW000004276,TN-TNW000004276,6/12/2009,35.2755,-85.2196,,,,28,,NO,4,,Invert,4
TN,TNW000004239,TN-TNW000004239,6/12/2009,35.53716,-85.05709,,,,26,,NO,4,,Invert,4
TN,TNW000002888,TN-TNW000002888,6/12/2009,35.61011,-85.0681,,,,34,,NO,3,,Invert,3
TN,TNW000000458,TN-TNW000000458,6/16/2009,35.5787,-84.6182,,,,12,,NO,5,,Invert,5
TN,TNW000000687,TN-TNW000000687,6/16/2009,35.606,-84.6752,,,,24,,NO,4,,Invert,4
TN,TNW000006381,TN-TNW000006381,6/16/2009,35.64334,-84.68722,,,,16,,NO,5,,Invert,5
TN,TNW000001691,TN-TNW000001691,6/16/2009,35.56823,-84.75079,,,,20,,NO,5,,Invert,5
TN,TNW000003843,TN-TNW000003843,6/25/2009,35.60213,-85.07866,,,,20,,NO,5,,Invert,5
TN,TNW000005382,TN-TNW000005382,6/25/2009,35.42662,-85.0901,,,,24,,NO,4,,Invert,4
TN,TNW000000247,TN-TNW000000247,6/18/2009,36.094,-83.6405,,,,28,,NO,4,,Invert,4
TN,TNW000003828,TN-TNW000003828,6/18/2009,36.1007,-83.6115,,,,22,,NO,4,,Invert,4
TN,TNW000001034,TN-TNW000001034,7/6/2009,36.4559,-83.8805,,,,20,,NO,5,,Invert,5
TN,TNW000005358,TN-TNW000005358,7/6/2009,36.49633,-83.8115,,,,22,,NO,4,,Invert,4
TN,TNW000001665,TN-TNW000001665,7/6/2009,36.5209,-83.7947,,,,32,,NO,3,,Invert,3
TN,TNW000000500,TN-TNW000000500,7/6/2009,36.5102,-83.603,,,,26,,NO,4,,Invert,4
TN,TNW000000429,TN-TNW000000429,7/22/2009,36.38859,-84.12598,,,,38,,NO,2,,Invert,2
TN,TNW000003414,TN-TNW000003414,7/22/2009,36.5433,-84.0808,,,,36,,NO,2,,Invert,2
TN,TNW000000754,TN-TNW000000754,7/23/2009,36.1941,-83.5627,,,,32,,NO,3,,Invert,3
TN,TNW000004224,TN-TNW000004224,7/24/2009,36.32835,-84.36683,,,,36,,NO,2,,Invert,2
TN,TNW000006918,TN-TNW000006918,6/8/2009,35.0078,-89.57432,,,,18,,NO,5,,Invert,5
TN,TNW000006917,TN-TNW000006917,6/8/2009,35.0127,-89.58232,,,,24,,NO,4,,Invert,4
TN,TNW000005365,TN-TNW000005365,6/9/2009,35.0439,-89.5911,,,,16,,NO,5,,Invert,5
TN,TNW000006059,TN-TNW000006059,6/9/2009,35.0439,-89.48,,,,18,,NO,5,,Invert,5
TN,TNW000003282,TN-TNW000003282,6/11/2009,35.1098,-89.6575,,,,24,,NO,4,,Invert,4
