PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,LAT_DD83,LON_DD83,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,14869,FW08FL032,1,30.92898959,-87.27581813,2009,8-Aug-09,CPL,BENT,BELGB,Fair,O/E<0.8,YES,46.08,0.666526627,6.82,4.85,2.5,3.2,3.12,7.16,NA,NA,NA,27.27,NA,NA,NA,6,NA,NA,2.44,NA,23.72,NA,NA,NA,3,NA,18.18
9/2/2015,14872,FW08VA002,1,38.17732121,-79.37611138,2009,2-Jun-09,SAP,BENT,BERWW,Good,O/E>0.9,YES,65.43,0.973759879,6.69,6.83,1.11,8.36,9,7.27,6.98,NA,NA,NA,NA,NA,20.93,23,NA,NA,3,NA,NA,NA,NA,4,NA,NA,9.3
9/2/2015,14873,FW08VA002,2,38.17732121,-79.37611138,2009,7-Jul-09,SAP,BENT,BERWW,Good,O/E>0.9,YES,53.07,1.116755283,6.74,4.89,2.22,6.71,4.5,6.78,10.53,NA,NA,NA,NA,NA,21.05,14,NA,NA,2.73,NA,NA,NA,NA,5,NA,NA,10.53
9/2/2015,14877,FW08VA023,1,37.49176358,-78.75646458,2009,27-May-09,SAP,BENT,BERWW,Poor,O/E<0.9,YES,25.47,0.866085098,0.42,6.12,3.33,0.74,3,1.67,23.4,NA,NA,NA,NA,NA,6.38,11,NA,NA,2.9,NA,NA,NA,NA,6,NA,NA,23.4
9/2/2015,14881,FW08VA031,1,38.16236947,-77.02401881,2009,14-Jul-09,CPL,BENT,BERWW,Fair,O/E<0.9,YES,46.75,0.899779865,9.22,8.05,1.25,2.32,1.88,5.33,NA,NA,NA,23.68,NA,NA,NA,4,NA,NA,2.98,NA,6.33,NA,NA,NA,2,NA,26.32
9/2/2015,14882,FW08VA040,1,39.15394264,-77.73734862,2009,3-Jun-09,SAP,BENT,BERWW,Poor,O/E<0.5,YES,3.05,0.166228384,0,0,0,1.83,0,0,21.05,NA,NA,NA,NA,NA,0,0,NA,NA,1.69,NA,NA,NA,NA,2,NA,NA,57.89
9/2/2015,14885,FW08VA046,1,36.77218871,-81.17728383,2009,6-Aug-09,SAP,BENT,BERWW,Fair,O/E<0.9,YES,39.95,0.819417241,4.71,8.85,3.33,3.08,4,0,18.37,NA,NA,NA,NA,NA,16.33,13,NA,NA,3.28,NA,NA,NA,NA,6,NA,NA,28.57
9/2/2015,14887,FW08RVA9026,1,36.55849722,-76.92781885,2009,29-Sep-09,CPL,BENT,BELGB,Poor,O/E>0.9,YES,34.32,1.067465802,2.12,9.53,2.5,1.06,2.5,2.88,NA,NA,NA,18.6,NA,NA,NA,5,NA,NA,3.23,NA,57.67,NA,NA,NA,3,NA,37.21
9/2/2015,14888,FW08VA041,1,36.6199874,-82.82102164,2009,20-Oct-09,SAP,BENT,BELGB,Fair,O/E>0.9,YES,39.7,0.984569611,4.57,6.76,6.67,1.39,3,1.43,22,NA,NA,NA,NA,NA,16,11,NA,NA,2.99,NA,NA,NA,NA,9,NA,NA,24
9/2/2015,14889,FW08IL001,2,38.85319677,-89.39780396,2009,21-Aug-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,32.53,1.185720474,0.5,8.24,3.75,3.53,2,1.5,NA,NA,9,NA,NA,3,NA,NA,4.67,NA,2.86,NA,NA,NA,NA,4,NA,28.95,NA
9/2/2015,14890,FW08IL007,1,39.73852257,-88.66761905,2009,25-Aug-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,53.2,1.450901523,1.72,8.75,6.25,5.88,6,3.32,NA,NA,13,NA,NA,7,NA,NA,14.33,NA,2.95,NA,NA,NA,NA,6,NA,23.68,NA
9/2/2015,14891,FW08IL010,1,39.41045944,-89.13140485,2009,23-Aug-09,TPL,BENT,BERWW,Poor,O/E>0.9,YES,22.58,1.046140242,0.54,6.25,5,1.76,0,0,NA,NA,6,NA,NA,1,NA,NA,5,NA,2.51,NA,NA,NA,NA,5,NA,35.48,NA
9/2/2015,14893,FW08IL020,1,39.54832515,-89.43360292,2009,24-Aug-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,39.83,1.359458619,1,9.94,6.25,4.71,2,0,NA,NA,11,NA,NA,3,NA,NA,8.67,NA,3.16,NA,NA,NA,NA,6,NA,41.03,NA
9/2/2015,14894,FW08IL021,1,39.21621889,-89.02055721,2009,22-Aug-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,44.4,1.135798347,2.91,8.98,0,3.53,6,5.22,NA,NA,9,NA,NA,7,NA,NA,23.81,NA,2.99,NA,NA,NA,NA,1,NA,18.18,NA
9/2/2015,14895,FW08IL030,1,38.51673755,-89.35424253,2009,19-Aug-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,41.23,1.21365549,3.06,7.78,5,3.53,2,3.37,NA,NA,9,NA,NA,3,NA,NA,25,NA,2.78,NA,NA,NA,NA,5,NA,23.53,NA
9/2/2015,14896,FW08WA037,1,46.27821517,-122.9933585,2009,7-Jul-09,WMT,BENT,BERWW,Poor,O/E<0.8,YES,34.48,0.697743015,3.78,1.75,4.29,5.4,3.53,1.94,NA,NA,NA,50,75,NA,NA,12,NA,35.29,NA,NA,NA,NA,NA,4,NA,NA,20.59
9/2/2015,14897,FW08WA051,1,48.38499946,-120.2964235,2009,16-Jul-09,WMT,BENT,BERWW,Good,O/E>0.9,YES,78.25,1.131453288,9.65,9.23,7.14,5.93,10,5,NA,NA,NA,52.27,43.8,NA,NA,27,NA,61.36,NA,NA,NA,NA,NA,6,NA,NA,13.64
9/2/2015,14900,FW08KY041,1,37.29617565,-83.06281453,2009,20-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.8,YES,30.15,0.547991902,0,5.32,3.33,3.65,0.5,5.29,17.14,NA,NA,NA,NA,NA,2.86,6,NA,NA,2.79,NA,NA,NA,NA,6,NA,NA,14.29
9/2/2015,14901,FW08KY042,1,38.36231268,-82.93243281,2009,24-Sep-09,SAP,BENT,BELGB,Poor,O/E>0.9,YES,11.65,0.927027294,2.21,0,0,4.27,0,0.51,15.79,NA,NA,NA,NA,NA,10.53,4,NA,NA,1.83,NA,NA,NA,NA,3,NA,NA,26.32
9/2/2015,14902,FW08KY050,1,38.60544714,-83.95592787,2009,16-Sep-09,SAP,BENT,BERWW,Fair,O/E>0.9,YES,38.67,0.918694644,6.55,5.11,1.11,6.14,1.5,2.79,11.76,NA,NA,NA,NA,NA,20.59,8,NA,NA,2.76,NA,NA,NA,NA,4,NA,NA,20.59
9/2/2015,14903,FW08RKY9007,1,37.68290097,-82.40522656,2009,23-Sep-09,SAP,BENT,BERWW,Fair,O/E<0.8,YES,37.5,0.734281189,1.19,9.21,2.22,4.02,3,2.86,16.33,NA,NA,NA,NA,NA,8.16,11,NA,NA,3.33,NA,NA,NA,NA,5,NA,NA,20.41
9/2/2015,14904,FW08RKY9143,1,37.46369571,-83.12992946,2009,21-Sep-09,SAP,BENT,BERWW,Good,O/E>0.9,YES,53.38,1.240975618,6.08,7.19,3.33,4.81,4.5,6.12,14.63,NA,NA,NA,NA,NA,19.51,14,NA,NA,3.05,NA,NA,NA,NA,6,NA,NA,12.2
9/2/2015,14905,FW08RKY9905,1,37.42271545,-86.72593983,2009,23-Aug-09,TPL,BENT,BERWW,Poor,O/E<0.9,YES,24.22,0.84088725,0,7.84,1.25,3.53,0,1.91,NA,NA,9,NA,NA,0,NA,NA,0.67,NA,2.79,NA,NA,NA,NA,2,NA,27.78,NA
9/2/2015,14906,FW08MT006,1,48.91180622,-107.308237,2009,23-Jun-09,NPL,BENT,BERWW,Fair,O/E>0.9,YES,45.73,1.088957295,1.77,7.77,4,6.69,4.29,2.92,16,NA,NA,NA,NA,3,NA,NA,NA,12,2.63,NA,NA,11,NA,3,NA,NA,NA
9/2/2015,14907,FW08MT032,1,46.35962704,-105.8140482,2009,29-Jul-09,NPL,BENT,BELGB,Good,O/E<0.5,YES,72.72,0.410222386,10,4.31,4,8.24,10,7.08,11.54,NA,NA,NA,NA,10,NA,NA,NA,50,1.95,NA,NA,21,NA,3,NA,NA,NA
9/2/2015,14908,FW08RMT222052,1,46.99482272,-111.4858784,2009,6-Aug-09,NPL,BENT,BERWW,Good,O/E>0.9,YES,79.68,0.97531272,6.39,7.82,10,6.46,7.14,10,16.67,NA,NA,NA,NA,5,NA,NA,NA,33.33,2.64,NA,NA,28,NA,6,NA,NA,NA
9/2/2015,14909,FW08MT093,1,46.78491673,-108.5938921,2009,9-Sep-09,NPL,BENT,BERWW,Good,O/E>0.9,YES,64.57,1.062059275,4.74,8.32,6,6.29,7.14,6.25,17.14,NA,NA,NA,NA,5,NA,NA,NA,25.71,2.74,NA,NA,19,NA,4,NA,NA,NA
9/2/2015,14910,FW08PA002,1,41.53769597,-78.14748044,2009,2-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,77.07,1.191564765,7.44,7.73,5.56,6.76,10,8.75,NA,NA,NA,56.6,46.06,NA,NA,24,NA,45.28,NA,NA,NA,NA,81.13,8,NA,NA,NA
9/2/2015,14911,FW08PA002,2,41.53769597,-78.14748044,2009,24-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,80.4,1.123143475,7.54,10,7.78,4.96,10,7.96,NA,NA,NA,49.15,34.11,NA,NA,27,NA,45.76,NA,NA,NA,NA,77.97,10,NA,NA,NA
9/2/2015,14912,FW08PA009,1,40.75634086,-80.21871844,2009,14-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.9,YES,13.05,0.803100391,0.86,3.96,0,3.01,0,0,18.52,NA,NA,NA,NA,NA,7.41,4,NA,NA,2.6,NA,NA,NA,NA,2,NA,NA,29.63
9/2/2015,14913,FW08PA007,1,41.46969383,-80.09513586,2009,14-Sep-09,NAP,BENT,BERWW,Fair,O/E>0.9,YES,45.55,0.918822193,4.64,9.06,1.11,4.62,5.24,2.66,NA,NA,NA,47.73,40.87,NA,NA,14,NA,31.82,NA,NA,NA,NA,56.82,4,NA,NA,NA
9/2/2015,14914,FW08PA012,1,41.31808471,-78.89220382,2009,11-Sep-09,NAP,BENT,BERWW,Poor,O/E<0.5,YES,21.07,0.409143188,2.3,2.33,0,0,1.9,6.11,NA,NA,NA,26.47,67.13,NA,NA,7,NA,20.59,NA,NA,NA,NA,70.59,2,NA,NA,NA
9/2/2015,14915,FW08PA016,2,41.47515845,-79.51793243,2009,10-Jun-09,NAP,BENT,NA,NA,Not Assessed,SAMPLE_LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/2015,14916,FW08PA016,1,41.47515845,-79.51793243,2009,20-May-09,NAP,BENT,NA,Not Assessed,Not Assessed,SAMPLE_LOST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/2/2015,14918,FW08PA022,1,40.9297267,-78.26004969,2009,11-Aug-09,SAP,BENT,BERWW,Poor,O/E<0.5,YES,9.75,0.424794591,0,1.51,0,3.31,0,1.03,17.86,NA,NA,NA,NA,NA,3.57,4,NA,NA,2.26,NA,NA,NA,NA,0,NA,NA,25
9/2/2015,14919,FW08PA024,1,41.02419361,-80.16322724,2009,18-Sep-09,NAP,BENT,BERWW,Fair,O/E>0.9,YES,46.98,1.165252377,3.1,7.91,4.44,4.36,3.81,4.57,NA,NA,NA,46.67,45.34,NA,NA,11,NA,24.44,NA,NA,NA,NA,64.44,7,NA,NA,NA
9/2/2015,14920,FW08PA026,1,41.48846706,-78.13260986,2009,31-Aug-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,75.7,1.005621561,8.22,8.93,5.56,5.85,10,6.86,NA,NA,NA,52.83,41.37,NA,NA,26,NA,49.06,NA,NA,NA,NA,73.58,8,NA,NA,NA
9/2/2015,14921,FW08PA027,1,39.77419669,-77.1567912,2009,9-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.8,YES,23.28,0.567181931,0,6.33,5.56,2.08,0,0,20.51,NA,NA,NA,NA,NA,5.13,4,NA,NA,2.93,NA,NA,NA,NA,8,NA,NA,33.33
9/2/2015,14922,FW08PA031,1,41.65698471,-78.61148275,2009,12-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,56.05,1.269211043,7.06,6.27,2.22,4.12,8.1,5.86,NA,NA,NA,45.65,51.75,NA,NA,20,NA,43.48,NA,NA,NA,NA,69.57,5,NA,NA,NA
9/2/2015,14924,FW08PA034,1,40.52158532,-79.39898843,2009,19-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.8,YES,21.83,0.677557453,0,4.6,2.22,4.27,1.5,0.51,15.79,NA,NA,NA,NA,NA,5.26,8,NA,NA,2.69,NA,NA,NA,NA,5,NA,NA,26.32
9/2/2015,14925,FW08PA036,1,41.24332511,-80.50936645,2009,13-Sep-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,25.8,0.687983477,2.4,4.27,4.44,1.99,2.38,0,NA,NA,NA,36.84,59.53,NA,NA,8,NA,21.05,NA,NA,NA,NA,42.11,7,NA,NA,NA
9/2/2015,14926,FW08PA044,1,40.65367265,-79.94248798,2009,17-Sep-09,SAP,BENT,BERWW,Poor,O/E<0.5,YES,10.82,0.474197841,0,4.17,0,1.29,0,1.03,22.22,NA,NA,NA,NA,NA,0,3,NA,NA,2.63,NA,NA,NA,NA,2,NA,NA,25
9/2/2015,14927,FW08PA046,1,41.01743682,-75.63145766,2009,28-Sep-09,NAP,BENT,BERWW,Fair,O/E<0.8,YES,54.32,0.784027476,6.16,7.05,4.44,4.12,7.14,3.68,NA,NA,NA,45.65,48.72,NA,NA,18,NA,39.13,NA,NA,NA,NA,60.87,7,NA,NA,NA
9/2/2015,14928,FW08PA047,1,41.37877504,-78.91401152,2009,24-Sep-09,NAP,BENT,BERWW,Poor,O/E<0.5,YES,9.5,0.401372618,0.33,4.89,0,0,0.48,0,NA,NA,NA,13.89,57.14,NA,NA,4,NA,11.11,NA,NA,NA,NA,44.44,1,NA,NA,NA
9/2/2015,14929,FW08PA053,1,41.95441778,-75.84874219,2009,26-Sep-09,NAP,BENT,BERWW,Poor,O/E<0.8,YES,35.38,0.779280415,4.95,5.43,1.11,0.57,5.24,3.93,NA,NA,NA,30.95,55.02,NA,NA,14,NA,33.33,NA,NA,NA,NA,61.9,4,NA,NA,NA
9/2/2015,14930,FW08PA061,1,41.43309459,-74.9777226,2009,27-Sep-09,NAP,BENT,BERWW,Fair,O/E<0.9,YES,46.8,0.849091192,4.46,5.74,2.22,5.17,4.76,5.73,NA,NA,NA,50,53.81,NA,NA,13,NA,30.95,NA,NA,NA,NA,69.05,5,NA,NA,NA
9/2/2015,14931,FW08PA066,1,40.05437409,-78.67430642,2009,25-Sep-09,SAP,BENT,BERWW,Fair,O/E<0.5,YES,32.27,0.4428566,4.14,4.68,5.56,3.48,1.5,0,17.5,NA,NA,NA,NA,NA,15,8,NA,NA,2.7,NA,NA,NA,NA,8,NA,NA,32.5
9/2/2015,14934,FW08KS010,1,39.42727676,-98.53949147,2009,30-Jun-09,SPL,BENT,BELGB,Good,O/E>0.9,YES,68.58,0.993358343,8.06,6.87,10,5.93,6,4.29,17.65,NA,NA,NA,NA,NA,NA,10,53.33,NA,2.61,4,NA,NA,NA,8,NA,NA,NA
9/2/2015,14935,FW08KS007,2,39.8720393,-95.027241,2009,9-Sep-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,66.78,1.238531824,5.69,7.9,2.5,4.71,10,9.27,NA,NA,11,NA,NA,12,NA,NA,46,NA,2.8,NA,NA,NA,NA,3,NA,6.45,NA
9/2/2015,14945,FW08MO009,1,38.96336678,-90.41564742,2009,6-Aug-09,TPL,BENT,BELGB,Fair,O/E<0.9,YES,26.28,0.810263645,1.68,2.5,1.25,2.35,4,3.99,NA,NA,7,NA,NA,5,NA,NA,14.06,NA,1.85,NA,NA,NA,NA,2,NA,21.74,NA
9/2/2015,14946,FW08KS015,1,37.39753599,-95.679769,2009,5-Oct-09,TPL,BENT,BELGB,Good,O/E<0.9,YES,69.03,0.836078482,5.86,9.03,3.75,7.65,7,8.13,NA,NA,16,NA,NA,8,NA,NA,47.33,NA,3,NA,NA,NA,NA,4,NA,9.76,NA
9/2/2015,14947,FW08KS016,1,38.55432077,-97.50525136,2009,19-Aug-09,SPL,BENT,BERWW,Good,O/E>0.9,YES,39.92,0.944842443,2.45,8.44,5.71,1.16,3.33,2.86,32.5,NA,NA,NA,NA,NA,NA,6,16.67,NA,2.94,3,NA,NA,NA,5,NA,NA,NA
9/2/2015,14948,FW08KS023,1,39.06027296,-94.84194968,2009,10-Sep-09,TPL,BENT,BELGB,Poor,O/E<0.8,YES,18.02,0.617647806,1.64,2.5,2.5,1.18,2,0.99,NA,NA,5,NA,NA,3,NA,NA,13.74,NA,1.85,NA,NA,NA,NA,3,NA,30.43,NA
9/2/2015,14949,FW08KS024,1,37.33922449,-97.25534515,2009,31-Aug-09,SPL,BENT,BERWW,Poor,O/E<0.8,YES,15.35,0.798280398,0.66,5.12,0,0,2,1.43,45,NA,NA,NA,NA,NA,NA,4,5,NA,2.24,2,NA,NA,NA,1,NA,NA,NA
9/2/2015,14950,FW08KS028,1,37.84408508,-96.85665441,2009,1-Sep-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,76.73,1.170884561,4.56,9.83,7.5,9.41,10,4.74,NA,NA,19,NA,NA,12,NA,NA,37,NA,3.14,NA,NA,NA,NA,7,NA,19.57,NA
9/2/2015,14951,FW08KS031,1,37.88164693,-95.67600726,2009,24-Aug-09,TPL,BENT,BERWW,Fair,O/E>0.9,YES,28.67,1.074931755,2.39,6.93,3.75,2.35,1,0.78,NA,NA,7,NA,NA,2,NA,NA,19.72,NA,2.63,NA,NA,NA,NA,4,NA,31.03,NA
9/2/2015,14952,FW08KS047,1,37.50351751,-95.15264854,2009,29-Sep-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,42.45,1.351730877,1.22,9.6,6.25,3.53,4,0.87,NA,NA,9,NA,NA,5,NA,NA,10.36,NA,3.1,NA,NA,NA,NA,6,NA,30.77,NA
9/2/2015,14953,FW08KS048,2,38.51547894,-96.45484192,2009,20-Aug-09,TPL,BENT,BERWW,Good,O/E<0.9,YES,54.28,0.899788907,6.78,6.31,6.25,5.29,4,3.94,NA,NA,12,NA,NA,5,NA,NA,54.67,NA,2.52,NA,NA,NA,NA,6,NA,21.88,NA
9/2/2015,14954,FW08KS059,1,38.58271476,-95.5120147,2009,25-Aug-09,TPL,BENT,BELGB,Good,O/E>0.9,YES,72.27,1.4845295,4.48,10,6.25,7.06,9,6.57,NA,NA,15,NA,NA,10,NA,NA,36.31,NA,3.31,NA,NA,NA,NA,6,NA,14.29,NA
9/2/2015,14955,FW08KS060,1,38.58737345,-97.64250018,2009,26-Aug-09,SPL,BENT,BERWW,Good,O/E>0.9,YES,48.63,0.917201635,2.14,8.25,5.71,0.61,5.33,7.14,34.21,NA,NA,NA,NA,NA,NA,9,14.67,NA,2.9,6,NA,NA,NA,5,NA,NA,NA
9/2/2015,14956,FW08KS063,1,38.21361387,-94.95034733,2009,16-Sep-09,TPL,BENT,BERWW,Good,O/E>0.9,YES,62.7,1.0505272,4.25,9.26,7.5,6.47,5,5.14,NA,NA,14,NA,NA,6,NA,NA,34.55,NA,3.04,NA,NA,NA,NA,7,NA,18.42,NA
9/2/2015,14957,FW08CT002,2,41.95089654,-72.30312457,2009,13-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,82.85,1.140417254,8.17,7.03,10,7.82,8.1,8.59,NA,NA,NA,60.98,48.77,NA,NA,20,NA,48.78,NA,NA,NA,NA,80.49,12,NA,NA,NA
9/2/2015,14958,FW08CT002,1,41.95089654,-72.30312457,2009,14-Aug-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,65.27,0.900329411,6.64,7.55,5.56,7.82,6.67,4.92,NA,NA,NA,60.98,46.75,NA,NA,17,NA,41.46,NA,NA,NA,NA,65.85,8,NA,NA,NA
9/2/2015,14959,FW08CT005,1,41.89122924,-72.66210156,2009,15-Aug-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,35.62,0.784015932,3.82,1.54,6.67,2.64,4.29,2.41,NA,NA,NA,39.53,70.21,NA,NA,12,NA,27.91,NA,NA,NA,NA,55.81,9,NA,NA,NA
9/2/2015,14960,FW08CT005,2,41.89122924,-72.66210156,2009,30-Sep-09,NAP,BENT,BELGB,Fair,O/E<0.8,YES,45.33,0.54278026,4.47,1.94,10,3.09,2.86,4.84,NA,NA,NA,41.38,68.64,NA,NA,9,NA,31.03,NA,NA,NA,NA,65.52,12,NA,NA,NA
9/2/2015,14961,FW08CT006,1,41.78270426,-71.89588061,2009,25-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,78.43,1.142423408,6.26,10,10,6.31,8.57,5.92,NA,NA,NA,54.72,35.2,NA,NA,21,NA,39.62,NA,NA,NA,NA,69.81,16,NA,NA,NA
9/2/2015,14962,FW08CT007,1,41.5405881,-72.55125787,2009,7-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,13.82,0.290313708,2.82,0,1.11,0.52,0,3.84,NA,NA,NA,30.77,78.38,NA,NA,3,NA,23.08,NA,NA,NA,NA,61.54,4,NA,NA,NA
9/2/2015,14963,FW08CT012,1,41.7102284,-72.6180268,2009,6-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,10.53,0.152483361,0,0,0,0,0,6.32,NA,NA,NA,14.29,92,NA,NA,0,NA,0,NA,NA,NA,NA,71.43,1,NA,NA,NA
9/2/2015,14964,FW08CT015,1,41.64140453,-73.47779405,2009,12-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,65.57,0.949696972,8.14,2.96,5.56,6.8,7.14,8.74,NA,NA,NA,56.76,64.66,NA,NA,18,NA,48.65,NA,NA,NA,NA,81.08,8,NA,NA,NA
9/2/2015,14965,FW08CT016,1,41.84447692,-72.6319959,2009,14-Aug-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,6.35,0.302417212,0,2.29,1.11,0,0,0.41,NA,NA,NA,21.74,67.26,NA,NA,0,NA,0,NA,NA,NA,NA,47.83,4,NA,NA,NA
9/2/2015,14966,FW08CT016,2,41.84447692,-72.6319959,2009,30-Sep-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,12.57,0.423384097,0,0.83,4.44,0.1,0,2.17,NA,NA,NA,29.03,72.95,NA,NA,1,NA,3.23,NA,NA,NA,NA,54.84,7,NA,NA,NA
9/2/2015,14967,FW08CT017,1,41.62374349,-72.08866261,2009,18-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,71.83,0.944511878,6.93,5.57,8.89,8.96,5.71,7.04,NA,NA,NA,65.71,54.47,NA,NA,15,NA,42.86,NA,NA,NA,NA,74.29,11,NA,NA,NA
9/2/2015,14968,FW08CT018,1,41.8709189,-72.96373261,2009,21-Aug-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,77.05,1.139200074,8.18,4.73,10,8.26,8.57,6.49,NA,NA,NA,62.79,57.74,NA,NA,21,NA,48.84,NA,NA,NA,NA,72.09,13,NA,NA,NA
9/2/2015,14969,FW08CT021,1,41.95209549,-72.60858197,2009,8-Oct-09,NAP,BENT,BELGB,Good,O/E>0.9,YES,70.52,0.989064173,6.14,5.42,10,8.41,6.19,6.15,NA,NA,NA,63.41,55.06,NA,NA,16,NA,39.02,NA,NA,NA,NA,70.73,12,NA,NA,NA
9/2/2015,14970,FW08CT022,1,41.67571643,-71.95359923,2009,27-Aug-09,NAP,BENT,BELGB,Good,O/E<0.9,YES,57.55,0.876670814,4.66,6.99,8.89,4.4,5.71,3.88,NA,NA,NA,46.81,48.94,NA,NA,15,NA,31.91,NA,NA,NA,NA,61.7,11,NA,NA,NA
9/2/2015,14971,FW08CT023,1,41.49498388,-72.51879064,2009,7-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,6.15,0.436421701,0,0,3.33,0,0,0.36,NA,NA,NA,28.57,85.71,NA,NA,0,NA,0,NA,NA,NA,NA,47.62,6,NA,NA,NA
9/2/2015,14972,FW08CT024,1,41.41548146,-71.80128161,2009,14-Sep-09,NAP,BENT,BELGB,Fair,O/E<0.8,YES,52.3,0.735040035,3.9,3.89,8.89,5.17,4.76,4.77,NA,NA,NA,50,61.01,NA,NA,13,NA,28.26,NA,NA,NA,NA,65.22,11,NA,NA,NA
9/2/2015,14973,FW08CT025,1,41.72616439,-72.6487583,2009,6-Oct-09,NAP,BENT,BELGB,Poor,O/E<0.5,YES,5.55,0.381315955,0,0.17,0,0,0,3.16,NA,NA,NA,23.53,75.53,NA,NA,0,NA,0,NA,NA,NA,NA,58.82,3,NA,NA,NA
9/2/2015,14975,FW08CT030,2,41.88046368,-73.49701751,2009,12-Sep-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,62.83,1.140311705,5.08,7.49,6.67,5.4,7.14,5.92,NA,NA,NA,50.94,46.99,NA,NA,18,NA,33.96,NA,NA,NA,NA,69.81,9,NA,NA,NA
9/2/2015,14976,FW08CT030,1,41.88046368,-73.49701751,2009,16-Aug-09,NAP,BENT,BERWW,Good,O/E>0.9,YES,64.23,1.03171059,7.47,3.19,5.56,9.2,5.71,7.41,NA,NA,NA,66.67,63.75,NA,NA,15,NA,45.45,NA,NA,NA,NA,75.76,8,NA,NA,NA
9/2/2015,14977,FW08CT032,1,41.86233137,-72.64701524,2009,23-Sep-09,NAP,BENT,BELGB,Poor,O/E<0.8,YES,32.03,0.663636463,0.79,6.3,6.67,1.68,1.43,2.35,NA,NA,NA,35.56,51.62,NA,NA,6,NA,13.33,NA,NA,NA,NA,55.56,9,NA,NA,NA
9/2/2015,15053,FW08WI001,1,44.55144305,-90.65238532,2009,22-Jul-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,0.33,0.549128598,0.2,0,0,0,0,0,50,50,NA,NA,NA,NA,NA,0,NA,NA,1.24,NA,NA,NA,NA,NA,0,60,NA
9/2/2015,15054,FW08WI001,2,44.55144305,-90.65238532,2009,1-Sep-09,UMW,BENT,BERWW,Poor,O/E<0.8,YES,7.35,0.686410748,4.41,0,0,0,0,0,37.04,33.33,NA,NA,NA,NA,NA,2,NA,NA,1.88,NA,NA,NA,NA,NA,2,40.74,NA
9/2/2015,15055,FW08WI002,1,46.67050909,-90.92247359,2009,9-Sep-09,UMW,BENT,BERWW,Good,O/E<0.9,YES,47.5,0.800210238,2.08,6.58,5.71,5.52,5.56,3.05,14.89,42.55,NA,NA,NA,NA,NA,14,NA,NA,3.03,NA,NA,NA,NA,NA,7,21.28,NA
9/2/2015,15056,FW08WI003,1,45.11727905,-91.27551369,2009,29-Jun-09,UMW,BENT,BERWW,Poor,O/E<0.5,YES,20.53,0.32151759,7,0,0,5.32,0,0,15.38,23.08,NA,NA,NA,NA,NA,1,NA,NA,1.24,NA,NA,NA,NA,NA,3,30.77,NA
