PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,LAT_DD83,LON_DD83,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,10000,FW08KS001,1,39.01490805,-98.01046463,2008,5-Aug-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,39.6,1.17468923,5.05,6.82,2.86,2.84,3.33,2.86,27.27,NA,NA,NA,NA,NA,NA,6,33.67,NA,2.6,3,NA,NA,NA,3,NA,NA,NA
9/2/2015,10001,FW08KS003,1,37.3952849,-98.92627961,2008,11-Aug-08,SPL,BENT,BERWW,Good,O/E<0.5,YES,50.93,0.438390167,6.53,6.59,5.71,4.11,3.33,4.29,23.33,NA,NA,NA,NA,NA,NA,6,43.33,NA,2.55,4,NA,NA,NA,5,NA,NA,NA
9/2/2015,10002,FW08KS005,1,38.19892655,-95.42768365,2008,22-Jul-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,17.3,0.724566489,0.06,3.98,3.75,0.59,2,0,NA,NA,4,NA,NA,3,NA,NA,1.17,NA,2.11,NA,NA,NA,NA,4,NA,34.78,NA
9/2/2015,10003,FW08KS006,1,37.47701976,-98.36534065,2008,12-Aug-08,SPL,BENT,BERWW,Poor,O/E<0.5,YES,15.68,0.27444883,0.98,0,0,3.57,2,2.86,25,NA,NA,NA,NA,NA,NA,4,7.1,NA,0.7,3,NA,NA,NA,1,NA,NA,NA
9/2/2015,10004,FW08KS012,1,37.78662431,-96.42997007,2008,15-Jul-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,77.17,1.265207863,7.58,7.16,6.25,8.82,9,7.49,NA,NA,18,NA,NA,10,NA,NA,61,NA,2.67,NA,NA,NA,NA,6,NA,11.63,NA
9/2/2015,10006,FW08KS036,1,37.99322599,-99.32134205,2008,25-Aug-08,SPL,BENT,BERWW,Fair,O/E<0.8,YES,25.65,0.718467349,3.26,4.45,0,7.01,0.67,0,14.29,NA,NA,NA,NA,NA,NA,2,22,NA,2.1,1,NA,NA,NA,1,NA,NA,NA
9/2/2015,10007,FW08KS039,1,39.01570904,-95.84061299,2008,8-Jul-08,TPL,BENT,BERWW,Poor,O/E<0.8,YES,25.58,0.685823222,0.75,4.66,5,2.94,2,0,NA,NA,8,NA,NA,3,NA,NA,6.67,NA,2.23,NA,NA,NA,NA,5,NA,42.31,NA
9/2/2015,10060,FW08LA011,1,32.97480157,-92.07643968,2008,16-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.8,YES,18.67,0.604519637,2.63,4.02,2.5,0,0,2.05,NA,NA,NA,13.64,NA,NA,NA,1,NA,NA,2.3,NA,54,NA,NA,NA,3,NA,40.91
9/2/2015,10109,FW08DE002,1,38.54260151,-75.5231013,2008,20-Aug-08,CPL,BENT,BELGB,Poor,O/E>0.9,YES,34.62,0.925941401,1.57,5.74,2.5,3.09,3.75,4.12,NA,NA,NA,26.83,NA,NA,NA,7,NA,NA,2.59,NA,61.67,NA,NA,NA,3,NA,31.71
9/2/2015,10828,FW08KS033,1,37.97450198,-101.7879598,2008,29-Jul-08,SPL,BENT,BERWW,Fair,O/E<0.8,YES,28.83,0.720381095,4.85,6.07,0,2.95,2,1.43,26.92,NA,NA,NA,NA,NA,NA,4,32.33,NA,2.44,2,NA,NA,NA,1,NA,NA,NA
9/2/2015,10829,FW08DE001,2,39.3588435,-75.67549416,2008,3-Sep-08,CPL,BENT,BERWW,Fair,O/E>0.9,YES,42.32,1.125419445,7.19,8.11,3.75,2.21,1.25,2.88,NA,NA,NA,23.26,NA,NA,NA,3,NA,NA,2.99,NA,21,NA,NA,NA,4,NA,37.21
9/2/2015,10842,FW08DE013,1,39.7302915,-75.59800358,2008,13-Aug-08,CPL,BENT,BERWW,Poor,O/E>0.9,YES,28.82,0.96563046,4.1,4.91,1.25,4.46,1.25,1.32,NA,NA,NA,32.35,NA,NA,NA,3,NA,NA,2.45,NA,43.33,NA,NA,NA,2,NA,44.12
9/2/2015,10854,FW08NV003,1,40.31657757,-116.901529,2008,16-Jun-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,29,0.965331686,9.69,0.1,2.86,2.1,1.18,1.47,NA,NA,NA,26.32,91.82,NA,NA,3,NA,NA,NA,NA,4.33,NA,NA,2,NA,NA,31.58
9/2/2015,10856,FW08NV069,1,41.88666095,-114.6866143,2008,6-Aug-08,XER,BENT,BERWW,Good,O/E>0.9,YES,68.12,1.418890987,9.9,6.49,5.71,3.33,7.65,7.79,NA,NA,NA,32.43,61.4,NA,NA,14,NA,NA,NA,NA,3.67,NA,NA,4,NA,NA,10.81
9/2/2015,10857,FW08NV003,2,40.31657757,-116.901529,2008,5-Aug-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,15.98,0.361999382,0,2.01,5.71,1.28,0.59,0,NA,NA,NA,22.22,82.72,NA,NA,2,NA,NA,NA,NA,43,NA,NA,4,NA,NA,55.56
9/2/2015,10858,FW08NV004,1,40.90311286,-115.224256,2008,9-Jul-08,XER,BENT,BERWW,Fair,O/E>0.9,YES,51.37,1.093007753,0,6.03,8.57,4.34,7.65,4.23,NA,NA,NA,37.5,63.6,NA,NA,14,NA,NA,NA,NA,39.33,NA,NA,6,NA,NA,22.5
9/2/2015,10871,FW08NV004,2,40.90311286,-115.224256,2008,7-Aug-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,54.38,0.776403116,2.65,6.65,5.71,4.41,7.06,6.15,NA,NA,NA,37.84,60.64,NA,NA,13,NA,NA,NA,NA,27.33,NA,NA,4,NA,NA,16.22
9/2/2015,10872,FW08NV005,1,39.21792949,-117.0595203,2008,12-Jun-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,30.53,0.97534195,0,2.19,2.86,4.46,3.53,5.28,NA,NA,NA,38.1,81.86,NA,NA,7,NA,NA,NA,NA,66.67,NA,NA,2,NA,NA,19.05
9/2/2015,10875,FW08NV006,1,41.41766741,-116.0342696,2008,24-Jun-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,50.47,0.657724896,10,1.29,2.86,7.32,3.53,5.28,NA,NA,NA,52.38,86.14,NA,NA,7,NA,NA,NA,NA,2.67,NA,NA,2,NA,NA,19.05
9/2/2015,10876,FW08NV008,1,41.71522014,-115.2289633,2008,15-Jul-08,XER,BENT,BERWW,Good,O/E>0.9,YES,64.03,1.098863471,4.08,9.99,5.71,5.56,8.24,4.84,NA,NA,NA,43.59,44.76,NA,NA,15,NA,NA,NA,NA,22.67,NA,NA,4,NA,NA,20.51
9/2/2015,10885,FW08NV009,1,38.32750793,-114.2774604,2008,10-Jun-08,XER,BENT,BERWW,Poor,O/E<0.9,YES,34.42,0.803091232,8.47,4.37,1.43,2.46,2.35,1.57,NA,NA,NA,28.12,71.48,NA,NA,5,NA,NA,NA,NA,8.33,NA,NA,1,NA,NA,31.25
9/2/2015,10886,FW08NV010,1,41.80682461,-115.7046045,2008,25-Jun-08,XER,BENT,BERWW,Poor,O/E<0.9,YES,38.28,0.894210551,6.12,4.04,1.43,1.84,3.53,6.01,NA,NA,NA,25,73.05,NA,NA,7,NA,NA,NA,NA,16,NA,NA,1,NA,NA,16.67
9/2/2015,10887,FW08NV011,1,41.21398709,-116.3987168,2008,25-Jun-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,35.77,1.150722862,0,7.27,8.57,2.84,2.35,0.43,NA,NA,NA,30,57.69,NA,NA,5,NA,NA,NA,NA,43.33,NA,NA,6,NA,NA,35
9/2/2015,10888,FW08NV012,1,41.92147277,-119.4433402,2008,3-Jun-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,15.42,0.726301566,0,1.29,2.86,2.4,1.76,0.94,NA,NA,NA,27.78,86.16,NA,NA,4,NA,NA,NA,NA,56.67,NA,NA,2,NA,NA,33.33
9/2/2015,10889,FW08NV014,1,40.74129868,-115.5543686,2008,26-Jun-08,XER,BENT,BERWW,Fair,O/E<0.9,YES,49.67,0.872659325,0.1,4.64,5.71,4.84,6.47,8.04,NA,NA,NA,40,70.22,NA,NA,12,NA,NA,NA,NA,35.67,NA,NA,4,NA,NA,10
9/2/2015,10890,FW08NV015,1,41.01579472,-116.0832885,2008,27-Jun-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,23.42,0.732418541,0,8.05,2.86,1.84,0,1.3,NA,NA,NA,25,53.96,NA,NA,1,NA,NA,NA,NA,50.67,NA,NA,2,NA,NA,32.14
9/2/2015,10893,FW08NV019,1,40.70240853,-116.5235212,2008,22-Jul-08,XER,BENT,BERWW,Good,O/E<0.9,YES,63.02,0.840349019,9.49,4.17,4.29,4.17,7.65,8.04,NA,NA,NA,36.67,72.47,NA,NA,14,NA,NA,NA,NA,5,NA,NA,3,NA,NA,10
9/2/2015,10895,FW08NV019,2,40.70240853,-116.5235212,2008,11-Aug-08,XER,BENT,BERWW,Fair,O/E>0.9,YES,47.93,1.114302728,10,5.2,2.86,0.54,4.71,5.45,NA,NA,NA,18.52,67.53,NA,NA,9,NA,NA,NA,NA,2.67,NA,NA,2,NA,NA,18.52
9/2/2015,10896,FW08NV022,1,41.77179727,-117.8060453,2008,4-Jun-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,32.13,1.087772096,0,5.09,7.14,4.7,2.35,0,NA,NA,NA,39.29,68.09,NA,NA,5,NA,NA,NA,NA,63.33,NA,NA,5,NA,NA,42.86
9/2/2015,10897,FW08NV026,1,41.3973601,-117.4646693,2008,5-Jun-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,41.83,1.088084343,1.43,5.94,4.29,5.12,3.53,4.79,NA,NA,NA,41.38,64.03,NA,NA,7,NA,NA,NA,NA,31.33,NA,NA,3,NA,NA,20.69
9/2/2015,10898,FW08NV028,1,41.40884387,-118.9109046,2008,17-Jun-08,XER,BENT,BERWW,Good,O/E>0.9,YES,69.45,1.244105516,9.9,5.18,5.71,7.18,4.71,8.99,NA,NA,NA,51.72,67.64,NA,NA,9,NA,NA,NA,NA,3.67,NA,NA,4,NA,NA,6.9
9/2/2015,10899,FW08NV029,1,39.21428861,-114.5413454,2008,11-Jun-08,XER,BENT,BERWW,Good,O/E>0.9,YES,70.83,1.205267446,8.06,5.92,7.14,7.43,8.24,5.71,NA,NA,NA,52.94,64.14,NA,NA,15,NA,NA,NA,NA,9.67,NA,NA,5,NA,NA,17.65
9/2/2015,10900,FW08NV031,1,40.81470323,-115.8061406,2008,18-Jun-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,12.95,0.355222525,0,2.06,5.71,0,0,0,NA,NA,NA,8.7,82.48,NA,NA,1,NA,NA,NA,NA,85,NA,NA,4,NA,NA,60.87
9/2/2015,10901,FW08NV032,1,36.6417447,-114.5318165,2008,10-Jun-08,XER,BENT,BERWW,Fair,O/E>0.9,YES,56.43,0.904909954,9.79,4.45,1.43,7.37,2.94,7.88,NA,NA,NA,52.63,71.11,NA,NA,6,NA,NA,NA,NA,4,NA,NA,1,NA,NA,10.53
9/2/2015,10918,FW08NV033,1,38.85858259,-115.6673318,2008,11-Jun-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,20.7,0.778361306,0,0,2.86,5.08,2.35,2.13,NA,NA,NA,41.18,93.67,NA,NA,5,NA,NA,NA,NA,83.67,NA,NA,2,NA,NA,29.41
9/2/2015,10922,FW08NV034,1,40.91002543,-117.9097195,2008,24-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,40.72,0.51141175,8.52,4.51,0,0.59,3.53,7.28,NA,NA,NA,18.75,70.83,NA,NA,7,NA,NA,NA,NA,8.16,NA,NA,0,NA,NA,12.5
9/2/2015,10926,FW08NV035,1,40.68600234,-116.7624855,2008,17-Jun-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,7.07,0.277864908,0,2.81,1.43,0,0,0,NA,NA,NA,5.26,78.93,NA,NA,1,NA,NA,NA,NA,40.33,NA,NA,1,NA,NA,57.89
9/2/2015,10927,FW08NV037,1,41.87729618,-115.6285161,2008,26-Jun-08,XER,BENT,BERWW,Good,O/E>0.9,YES,61.18,0.958633292,0,7.08,8.57,7.4,7.65,6.01,NA,NA,NA,52.78,58.59,NA,NA,14,NA,NA,NA,NA,49.67,NA,NA,6,NA,NA,16.67
9/2/2015,10928,FW08NV038,1,41.9957489,-117.7707249,2008,3-Jun-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,9.8,0.566906906,0,1.76,0,1.05,0,3.07,NA,NA,NA,21.05,83.93,NA,NA,1,NA,NA,NA,NA,46.01,NA,NA,0,NA,NA,26.32
9/2/2015,10951,FW08NV049,1,38.8505517,-116.6048621,2008,31-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,30,0.702685848,5.2,2.74,1.43,1.13,2.94,4.56,NA,NA,NA,21.43,79.25,NA,NA,6,NA,NA,NA,NA,19,NA,NA,1,NA,NA,21.43
9/2/2015,10954,FW08NV040,1,39.08215943,-119.7573042,2008,30-Jun-08,XER,BENT,BERWW,Fair,O/E<0.9,YES,50.53,0.857962318,6.94,3.34,5.71,6.84,4.71,2.78,NA,NA,NA,50,76.41,NA,NA,9,NA,NA,NA,NA,13.33,NA,NA,4,NA,NA,27.27
9/2/2015,10956,FW08NV050,1,40.41024065,-118.3154415,2008,22-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,38.83,0.766506629,4.49,3.21,5.71,3.2,5.29,1.4,NA,NA,NA,31.82,77.04,NA,NA,10,NA,NA,NA,NA,21.33,NA,NA,4,NA,NA,31.82
9/2/2015,10958,FW08CA044,1,41.48963055,-120.6045859,2008,5-Sep-08,WMT,BENT,BELGB,Poor,O/E<0.8,YES,12,0.527682416,0,4.34,2.86,0,0,0,NA,NA,NA,13.79,64.19,NA,NA,4,NA,13.79,NA,NA,NA,NA,NA,3,NA,NA,55.17
9/2/2015,10962,FW08NV051,1,40.64965565,-116.7790317,2008,23-Jul-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,52.43,0.61563861,10,2.7,2.86,4.46,4.71,6.73,NA,NA,NA,38.1,79.44,NA,NA,9,NA,NA,NA,NA,2,NA,NA,2,NA,NA,14.29
9/2/2015,10963,FW08NV053,1,41.95776506,-115.863833,2008,24-Jun-08,XER,BENT,BERWW,Good,O/E>0.9,YES,65.75,0.904930262,4.69,10,7.14,3.37,10,4.25,NA,NA,NA,32.65,43.35,NA,NA,18,NA,NA,NA,NA,20.67,NA,NA,5,NA,NA,22.45
9/2/2015,10964,FW08NV054,1,41.27385024,-118.4605996,2008,8-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,36.37,0.582591373,9.49,0.74,2.86,2.55,2.35,3.83,NA,NA,NA,28.57,88.78,NA,NA,5,NA,NA,NA,NA,5,NA,NA,2,NA,NA,23.81
9/2/2015,10965,FW08NV056,1,39.20075374,-119.6299202,2008,1-Jul-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,35.68,1.027454571,0,7.18,8.57,2.13,3.53,0,NA,NA,NA,26.47,58.12,NA,NA,7,NA,NA,NA,NA,44.33,NA,NA,6,NA,NA,41.18
9/2/2015,10969,FW08CA059,1,40.00190523,-121.2682255,2008,7-Sep-08,WMT,BENT,BELGB,Fair,O/E<0.5,YES,42.13,0.391838704,5.59,3.83,5.71,3.83,4.12,2.2,NA,NA,NA,43.33,66.32,NA,NA,13,NA,43.33,NA,NA,NA,NA,NA,5,NA,NA,20
9/2/2015,10971,FW08NV057,1,41.13161753,-115.4997593,2008,16-Jul-08,XER,BENT,BERWW,Poor,O/E<0.9,YES,36.55,0.84126467,7.25,3.71,2.86,0.17,2.94,5,NA,NA,NA,16.67,74.64,NA,NA,6,NA,NA,NA,NA,12.33,NA,NA,2,NA,NA,20
9/2/2015,10973,FW08NV058,1,40.78824389,-117.0442313,2008,24-Jul-08,XER,BENT,BERWW,Good,O/E<0.8,YES,59.57,0.763388974,10,4.51,4.29,2.77,6.47,7.7,NA,NA,NA,29.63,70.83,NA,NA,12,NA,NA,NA,NA,0.67,NA,NA,3,NA,NA,11.11
9/2/2015,10978,FW08NV041,1,41.32039998,-115.657142,2008,8-Jul-08,XER,BENT,BERWW,Poor,O/E<0.9,YES,30.33,0.899495245,7.65,3.53,4.29,1.55,1.18,0,NA,NA,NA,23.53,75.49,NA,NA,3,NA,NA,NA,NA,11,NA,NA,3,NA,NA,38.24
9/2/2015,10979,FW08NV039,1,41.77125165,-117.3829874,2008,5-Jun-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,44.15,0.610984605,10,0,2.86,4.84,1.76,7.03,NA,NA,NA,40,93.13,NA,NA,4,NA,NA,NA,NA,2.33,NA,NA,2,NA,NA,13.33
9/2/2015,10989,FW08NV062,1,41.00564814,-117.3393351,2008,23-Jul-08,XER,BENT,BERWW,Fair,O/E<0.5,YES,43.33,0.127326078,10,3.42,1.43,0.48,2.35,8.32,NA,NA,NA,18.18,76,NA,NA,5,NA,NA,NA,NA,0,NA,NA,1,NA,NA,9.09
9/2/2015,10990,FW08NV063,1,40.394948,-116.1206756,2008,10-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,35.47,0.778687389,5.71,8.38,1.43,1.84,2.35,1.57,NA,NA,NA,25,52.42,NA,NA,5,NA,NA,NA,NA,17.33,NA,NA,1,NA,NA,31.25
9/2/2015,10991,FW08NV065,1,38.78147873,-117.3401678,2008,17-Jul-08,XER,BENT,BERWW,Good,O/E>0.9,YES,67.77,1.188928652,10,6.41,7.14,5.73,7.06,4.32,NA,NA,NA,44.44,61.78,NA,NA,13,NA,NA,NA,NA,2,NA,NA,5,NA,NA,22.22
9/2/2015,10992,FW08NV066,1,40.69720892,-118.1006986,2008,28-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,28.72,0.511745078,6.84,2.2,0,0.84,2.35,5,NA,NA,NA,20,81.82,NA,NA,5,NA,NA,NA,NA,13.64,NA,NA,0,NA,NA,20
9/2/2015,10993,FW08NV069,2,41.88666095,-114.6866143,2008,9-Sep-08,XER,BENT,BERWW,Good,O/E>0.9,YES,71.37,1.031920718,9.39,6.64,5.71,5.73,7.65,7.7,NA,NA,NA,44.44,60.67,NA,NA,14,NA,NA,NA,NA,5.33,NA,NA,4,NA,NA,11.11
9/2/2015,10994,FW08CA020,1,41.31852852,-123.5279597,2008,18-Sep-08,WMT,BENT,BELGB,Poor,O/E<0.8,YES,22.9,0.686285256,0,3.94,8.57,1.23,0,0,NA,NA,NA,32.26,65.89,NA,NA,5,NA,16.13,NA,NA,NA,NA,NA,7,NA,NA,32.26
9/2/2015,10995,FW08CA031,1,38.81627171,-123.0111924,2008,15-Sep-08,XER,BENT,BELGB,Fair,O/E>0.9,YES,52.6,0.942960418,8.67,3.46,4.29,4.7,5.88,4.56,NA,NA,NA,39.29,75.85,NA,NA,11,NA,NA,NA,NA,7.67,NA,NA,3,NA,NA,21.43
9/2/2015,10996,FW08CA035,1,38.80836238,-121.6352071,2008,10-Sep-08,XER,BENT,BELGB,Poor,O/E<0.5,YES,36.35,0.378220001,7.25,4.57,2.86,1.36,3.53,2.24,NA,NA,NA,22.58,70.55,NA,NA,7,NA,NA,NA,NA,12.33,NA,NA,2,NA,NA,29.03
9/2/2015,10997,FW08CA040,1,41.53926058,-123.5267321,2008,20-Sep-08,WMT,BENT,BELGB,Poor,O/E>0.9,YES,34.67,0.96015312,0.47,5.43,7.14,2.64,0.59,4.53,NA,NA,NA,38.24,59.67,NA,NA,7,NA,20.59,NA,NA,NA,NA,NA,6,NA,NA,14.71
9/2/2015,10998,FW08CA056,1,41.45639606,-123.9355648,2008,19-Sep-08,WMT,BENT,BELGB,Poor,O/E<0.9,YES,25.83,0.810164871,0.76,3.85,8.57,1.73,0.59,0,NA,NA,NA,34.38,66.24,NA,NA,7,NA,21.88,NA,NA,NA,NA,NA,7,NA,NA,34.38
9/2/2015,10999,FW08CA061,1,37.59637606,-121.1287613,2008,12-Sep-08,XER,BENT,BELGB,Poor,O/E<0.5,YES,18.2,0.30416919,0.41,2.68,4.29,1.19,2.35,0,NA,NA,NA,21.74,79.55,NA,NA,5,NA,NA,NA,NA,34.67,NA,NA,3,NA,NA,39.13
9/2/2015,11000,FW08CA063,1,40.31843895,-123.771013,2008,16-Sep-08,WMT,BENT,BELGB,Poor,O/E<0.9,YES,30.92,0.833449708,1.46,5.47,8.57,0.7,2.35,0,NA,NA,NA,30,59.51,NA,NA,10,NA,25,NA,NA,NA,NA,NA,7,NA,NA,27.5
9/2/2015,11001,FW08CA067,1,38.57234221,-121.3577452,2008,9-Sep-08,XER,BENT,BELGB,Good,O/E<0.8,YES,59.28,0.5897211,2.96,9.25,10,2.89,6.47,4,NA,NA,NA,30.23,48.28,NA,NA,12,NA,NA,NA,NA,26.33,NA,NA,10,NA,NA,23.26
9/2/2015,11002,FW08CA068,1,41.84331069,-122.8997348,2008,21-Sep-08,WMT,BENT,BELGB,Good,O/E>0.9,YES,53.1,1.282665827,2.27,8.74,10,2.61,3.53,4.71,NA,NA,NA,38.1,45.85,NA,NA,12,NA,28.57,NA,NA,NA,NA,NA,8,NA,NA,14.29
9/2/2015,11003,FW08OR001,1,43.64952824,-124.0956116,2008,14-Sep-08,WMT,BENT,BERWW,Poor,O/E<0.8,YES,25.37,0.666883702,1.07,8.94,2.86,0,2.35,0,NA,NA,NA,18.6,45.04,NA,NA,10,NA,23.26,NA,NA,NA,NA,NA,3,NA,NA,25.58
9/2/2015,11004,FW08OR002,1,45.36811658,-119.446251,2008,22-Jul-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,19.6,0.510743929,0,4.59,5.71,1.46,0,0,NA,NA,NA,23.08,70.47,NA,NA,1,NA,NA,NA,NA,42.33,NA,NA,4,NA,NA,50
9/2/2015,11005,FW08OR004,1,44.62318544,-119.6383494,2008,23-Jul-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,38.3,1.347572251,1.07,8.7,5.71,1.31,2.35,3.84,NA,NA,NA,32.56,46.04,NA,NA,10,NA,23.26,NA,NA,NA,NA,NA,5,NA,NA,16.28
9/2/2015,11013,FW08OR005,1,44.89842988,-117.4241613,2008,21-Jul-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,45.78,1.035366708,4.95,4.07,5.71,2.61,6.47,3.66,NA,NA,NA,38.1,65.31,NA,NA,17,NA,40.48,NA,NA,NA,NA,NA,5,NA,NA,16.67
9/2/2015,11014,FW08OR006,1,43.87510264,-123.5025807,2008,15-Sep-08,WMT,BENT,BERWW,Fair,O/E<0.8,YES,41.38,0.50308902,4.5,5.21,7.14,2.69,5.29,0,NA,NA,NA,38.46,60.58,NA,NA,15,NA,38.46,NA,NA,NA,NA,NA,6,NA,NA,28.21
9/2/2015,11016,FW08OR008,1,45.11449914,-116.8564475,2008,17-Jul-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,45.12,0.911411964,6.39,5.06,4.29,4.67,5.29,1.37,NA,NA,NA,46.88,61.19,NA,NA,15,NA,46.88,NA,NA,NA,NA,NA,4,NA,NA,21.88
9/2/2015,11017,FW08OR009,1,45.30045298,-123.4774717,2008,9-Jul-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,45.77,1.034066754,6.02,2.99,2.86,4.28,7.65,3.66,NA,NA,NA,45.24,69.82,NA,NA,19,NA,45.24,NA,NA,NA,NA,NA,3,NA,NA,16.67
9/2/2015,11018,FW08OR010,1,43.09695281,-122.4115116,2008,3-Aug-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,61.02,0.960691917,7.78,7.84,4.29,4.68,10,2.02,NA,NA,NA,46.94,49.61,NA,NA,26,NA,53.06,NA,NA,NA,NA,NA,4,NA,NA,20.41
9/2/2015,11020,FW08OR015,1,42.41324015,-123.1579741,2008,19-Aug-08,WMT,BENT,BELGB,Poor,O/E>0.9,YES,17.33,0.989503831,2.51,1.49,2.86,2.36,1.18,0,NA,NA,NA,37.04,76.09,NA,NA,8,NA,29.63,NA,NA,NA,NA,NA,3,NA,NA,25.93
9/2/2015,11021,FW08OR016,1,44.49070934,-122.8137154,2008,12-Aug-08,WMT,BENT,BELGB,Fair,O/E>0.9,YES,40.03,1.050714504,2.06,6.62,8.57,2.65,4.12,0,NA,NA,NA,38.3,54.69,NA,NA,13,NA,27.66,NA,NA,NA,NA,NA,7,NA,NA,38.3
9/2/2015,11022,FW08OR016,2,44.49070934,-122.8137154,2008,17-Sep-08,WMT,BENT,BELGB,Fair,O/E>0.9,YES,36.93,1.064056483,1.73,3.81,10,3.16,2.94,0.52,NA,NA,NA,40.48,66.42,NA,NA,11,NA,26.19,NA,NA,NA,NA,NA,8,NA,NA,23.81
9/2/2015,11025,FW08OR019,1,44.37292269,-123.8363474,2008,7-Jul-08,WMT,BENT,BELGB,Poor,O/E<0.8,YES,28.22,0.798311401,1.07,4.18,8.57,0.76,2.35,0,NA,NA,NA,30.23,64.87,NA,NA,10,NA,23.26,NA,NA,NA,NA,NA,7,NA,NA,27.91
9/2/2015,11026,FW08OR022,1,43.31057123,-123.2115221,2008,1-Aug-08,WMT,BENT,BELGB,Fair,O/E<0.9,YES,41.07,0.879526888,2.76,4.22,10,3.29,3.53,0.84,NA,NA,NA,41.03,64.71,NA,NA,12,NA,30.77,NA,NA,NA,NA,NA,9,NA,NA,23.08
9/2/2015,11027,FW08OR027,1,44.06547124,-123.1063463,2008,30-Sep-08,WMT,BENT,BELGB,Fair,O/E<0.9,YES,44.52,0.84240877,2.14,7.75,10,2.11,4.71,0,NA,NA,NA,36,50,NA,NA,14,NA,28,NA,NA,NA,NA,NA,9,NA,NA,30
9/2/2015,11031,FW08OR035,1,44.80638327,-123.9729588,2008,8-Jul-08,WMT,BENT,BELGB,Poor,O/E<0.8,YES,26.57,0.733256509,0.78,5.15,7.14,1.11,1.76,0,NA,NA,NA,31.71,60.82,NA,NA,9,NA,21.95,NA,NA,NA,NA,NA,6,NA,NA,34.15
9/2/2015,11035,FW08OR043,1,43.61498688,-122.7664621,2008,11-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,66.25,1.054996938,5.84,7.42,7.14,3.05,8.24,8.06,NA,NA,NA,40,51.36,NA,NA,20,NA,44.44,NA,NA,NA,NA,NA,6,NA,NA,6.67
9/2/2015,11036,FW08OR044,1,44.75269237,-122.5140529,2008,13-Aug-08,WMT,BENT,BELGB,Poor,O/E>0.9,YES,28.88,0.902597648,2.43,5.12,2.86,3.39,3.53,0,NA,NA,NA,41.46,60.96,NA,NA,12,NA,29.27,NA,NA,NA,NA,NA,3,NA,NA,26.83
9/2/2015,11037,FW08OR047,1,42.07214556,-124.0083463,2008,21-Aug-08,WMT,BENT,BERWW,Good,O/E<0.8,YES,64.02,0.746718293,6.79,9.66,4.29,3.18,7.06,7.43,NA,NA,NA,40.54,42,NA,NA,18,NA,48.65,NA,NA,NA,NA,NA,4,NA,NA,8.11
9/2/2015,11039,FW08OR050,1,43.1011809,-122.8297464,2008,13-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,85.22,1.252167396,8.4,6.94,10,7.86,10,7.93,NA,NA,NA,60.47,53.36,NA,NA,24,NA,55.81,NA,NA,NA,NA,NA,10,NA,NA,6.98
